full_name,title,company,country,linkedin_url,company_website,employee_count_estimate,growth_signal,people_process_signal,affordability_signal,linkedin_activity_signal,source_url,fit_score,segment,reason_to_contact,dnc_status,review_status,score_reasons,score_concerns,headline,industry,profile_location,provider_id
Yuri Aquino,Managing Director,Leedsly.co,Philippines,https://www.linkedin.com/in/helloyuriaquino,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAACvcIW8BZue-5-0C_ff3uNMev0aXA7Jo1X0,NAME_SEARCH,IQcu",85,Philippines / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder at Leedsly.co | Turn from invisible expert to obvious choice.,,Metro Manila,ACwAACvcIW8BZue-5-0C_ff3uNMev0aXA7Jo1X0
Vince Golangco,CEO / Founder,WhenInManila.com,Philippines,https://www.linkedin.com/in/vincegolangco,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAACZgFABfcdmGH_qz2WK4Z5EMCJ4VXBOKk8,NAME_SEARCH,GjSF",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,CEO @ WhenInManila.com,,"Metro Manila, National Capital Region, Philippines",ACwAAACZgFABfcdmGH_qz2WK4Z5EMCJ4VXBOKk8
Vince Dickson,Founder Cenzo's Espresso Bar,Cenzo's Espresso Bar,Philippines,https://www.linkedin.com/in/thevincedickson,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAASiWeEBKHQP4-NPrBl79JuStBtopkpaxpc,NAME_SEARCH,MWpu",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"ZigZag Advertising, ZigZag Offshoring, Outposter, Cenzos Café and Bar and Leisure Lifestyle Villages.",,Metro Manila,ACwAAASiWeEBKHQP4-NPrBl79JuStBtopkpaxpc
Steve Wroblewski,Founder / President,People Offshore Inc,Philippines,https://www.linkedin.com/in/stevewroblewski,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAACg_8BqnFQjld7Okqc-DGIJi7IhI20bnw,NAME_SEARCH,tTON",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder scaling three ventures for SMEs worldwide — 6560 AI Limited (private AI), Sentient AI Systems Inc (bespoke AI builds) & People Offshore Inc (offshore teams) · Asia-based since 1997",,"Concepcion, Central Luzon, Philippines",ACwAAAACg_8BqnFQjld7Okqc-DGIJi7IhI20bnw
Steve Sy,Co founder,SOFI AI Tech Solution Inc.,Philippines,https://www.linkedin.com/in/steve-sy-14909369,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAA5tfgkBuWdveD2mZ79lxgVBBWFHaTbX7ro,NAME_SEARCH,4hFb",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder and CEO of Great Deals E-Commerce Corp#EY Technology Entrepreneur of the year #Endeavor Entrepreneur #Alibaba Efounder fellow #Mansmith Innovation Awardee  #Top 100 filipinos to follow on linkedn for inspiration,,"Metro Manila, National Capital Region, Philippines",ACwAAA5tfgkBuWdveD2mZ79lxgVBBWFHaTbX7ro
Shenalyn Portugal,Owner | Marketing Automation Strategist,Big Boat Digital,Philippines,https://www.linkedin.com/in/shenalynportugal,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAABctL9QBivJUT-SYqNN1tk7XWOHOCPMgQUQ,NAME_SEARCH,p_rA",85,Philippines / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder @ AsensoPost Studio | WENURTURIO | Big Boat Digital | Engineer | Scaling $1M+ Brands,,Metro Manila,ACwAABctL9QBivJUT-SYqNN1tk7XWOHOCPMgQUQ
Shane Hermans,Founder,HiveMind.global,Philippines,https://www.linkedin.com/in/shane-hermans,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAgMh50Ba9x9xS9RJ9Qi9LV3PSlTDB4la8U,NAME_SEARCH,UB0g",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder & Executive Leader | Multi-Venture Operator & Board Member across Aviation, Smart Cities & Regenerative Infrastructure",,"Manila, National Capital Region, Philippines",ACwAAAgMh50Ba9x9xS9RJ9Qi9LV3PSlTDB4la8U
"Samuel Pascual MBA, MSc, PGDip, CPHR",CEO and Owner,Pascual Brokers Company,Philippines,https://www.linkedin.com/in/samuel-pascual-mba-msc-pgdip-cphr-b24b5613a,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAACH8Z8wBvewiNoglHZauw086KfbGMFY08iY,NAME_SEARCH,Mcrj",85,Philippines / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"CEO & Founder | Innovating Corporate Compensation & Benefits | 10+ Years in the HMO Industry | Enterprise Sales & Growth Strategist | 4x Founder | Passionate About Business, Leadership & Transformation",,"Metro Manila, National Capital Region, Philippines",ACwAACH8Z8wBvewiNoglHZauw086KfbGMFY08iY
Sadaf Gondal,Company Owner,SATEZO,Philippines,https://www.linkedin.com/in/sadafgondal,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAFQKFWgBJ4neKeov9cIRG47lhkwk6pAsxkM,NAME_SEARCH,xQZW",85,Philippines / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder @ SATEZO | Building AI systems & software that save time, cut costs, and scale operations. | 500+ clients served | SaaS Expert
",,"Central Luzon, Philippines",ACwAAFQKFWgBJ4neKeov9cIRG47lhkwk6pAsxkM
Ryza D. Razo,CEO & Founder,Sparkles.ph ( Gold Jewelry E-commerce / Fintech Startup ),Philippines,https://www.linkedin.com/in/ryza-d-razo-5772276,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAEZzGsBloDxQla0y1NtQxKlIrmBL0AWn_I,NAME_SEARCH,ZHxD",85,Philippines / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,CEO & Founder of SPARKLES.ph ( Gold E-commerce Fintech Startup ),,"Metro Manila, National Capital Region, Philippines",ACwAAAEZzGsBloDxQla0y1NtQxKlIrmBL0AWn_I
Royan Nidea,Founder,Nidea Media,Philippines,https://www.linkedin.com/in/royanidea,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAB1hLo8BDXLtWMqUSLofkmGpCxgqIvZf16Y,NAME_SEARCH,PZzb",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Add $15k/mo income from Consulting in 90 days 👈,,"Naga, Bicol Region, Philippines",ACwAAB1hLo8BDXLtWMqUSLofkmGpCxgqIvZf16Y
Rosalie Pañares,Founder,Thaumazo Solutions Philippines,Philippines,https://www.linkedin.com/in/rosaliepanares,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAoH5dEBBkUVQ1AgCoL5nhF0rV7W9vA4Z28,NAME_SEARCH,yBop",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder @ Thaumazo Solutions | Thaumazo Express Transport Solutions (TEXTS) Inc.,,"Central Luzon, Philippines",ACwAAAoH5dEBBkUVQ1AgCoL5nhF0rV7W9vA4Z28
Roland M. Schaub,Founder & CEO,Agile Beyond BPO,Philippines,https://www.linkedin.com/in/roland-m-schaub-9417727,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAFbzcEBtPTGW8zcoxByYxAv2ZiARUhCuHQ,NAME_SEARCH,W2Ov",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder & CEO,,"Clark Freeport and Special Economic Zone, Central Luzon, Philippines",ACwAAAFbzcEBtPTGW8zcoxByYxAv2ZiARUhCuHQ
Robert W. van Zwieten,CEO | Founder,The Serendra Group,Philippines,https://www.linkedin.com/in/robertvanzwieten,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAHRt3oBOY4zDvUw0Utq8SYvpNS_xaKWpck,NAME_SEARCH,Dglv",85,Philippines / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Strategy | Development Finance | Climate Finance | Blended Finance | Energy Transition | Circular Economy | Gender Lens Investing | Systems Change | Corporate Governance  — DBA Candidate | Ducati aficionado,,Philippines,ACwAAAHRt3oBOY4zDvUw0Utq8SYvpNS_xaKWpck
Rizalino Roxas,Founder & CEO,RXS Meta Group,Philippines,https://www.linkedin.com/in/yenroxas,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAcsAxUBFDdFZC0lgWozjvtXrY-QAOGtUTE,NAME_SEARCH,AKpt",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder & CEO, RXS Meta Group · AI + ESG Advisory for Philippine Enterprises · Innovating with Purpose",,"Metro Manila, National Capital Region, Philippines",ACwAAAcsAxUBFDdFZC0lgWozjvtXrY-QAOGtUTE
Rico Hernandez,VP/Owner,"Global Homeshoring, Inc.",Philippines,https://www.linkedin.com/in/mybusybee,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAZxkiwBKe06NtbAPmonEpSeNjjfW3qwdZw,NAME_SEARCH,b19s",85,Philippines / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"CEO/Founder @ MyBusybee, Inc | MBA, Visionary, Servant Leader",,"Quezon City, National Capital Region, Philippines",ACwAAAZxkiwBKe06NtbAPmonEpSeNjjfW3qwdZw
Rico Bautista,Chief Executive Officer,ETX Ph,Philippines,https://www.linkedin.com/in/rico-bautista-3787305,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAD_WQwBq7nQW6ANWvPG2_RSk0w3c_rZIG0,NAME_SEARCH,IYDD",85,Philippines / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,CEO | Visionary Leader in Transformational Sales & Leadership advocating Technology | Driving Profitability of Companies | Elevating Business Growth Across ASEAN | Seeking Speaking Engagements,,"Metro Manila, National Capital Region, Philippines",ACwAAAD_WQwBq7nQW6ANWvPG2_RSk0w3c_rZIG0
"Raymond Fernandez, LPT, MBA Candidate",Founder,Leads Konnect,Philippines,https://www.linkedin.com/in/raymondleadskonnect,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAACcc65oBsU8TNv1cLUOAIr_X2cmfM-NHPW0,NAME_SEARCH,vbKx",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder at Leads Konnect | Sales Operations | Partner - Growth Strategist | Market Research | Team Management | Licensed Professional Teacher | MBA Candidate,,Metro Manila,ACwAACcc65oBsU8TNv1cLUOAIr_X2cmfM-NHPW0
Randolf D.,Co-founder and Corporate Secretary,WorkSync Opum Solutions Inc.,Philippines,https://www.linkedin.com/in/randolf-d-558882bb,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAABmUaJQBssyMi9jdP-vS5443_Dm0ZJdGfvs,NAME_SEARCH,Ow8U",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"CPA | MBA | CTT | CrFA® | BOA, BIR and CDA Accredited Auditor and Tax Practitioner | CLSSGB | US HIPAA Certified | Traveler | Crypto Trader | Biker | Entrepreneur",,"Calabarzon, Philippines",ACwAABmUaJQBssyMi9jdP-vS5443_Dm0ZJdGfvs
Paul Soliman,Co-Founder / Chairman & Group CEO,BayaniChain ,Philippines,https://www.linkedin.com/in/paulsoliman,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAA4_AcwBQBYruijdiON082oAYmauwAZFdGk,NAME_SEARCH,4Hku",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Co-Founder- CEO BYC | Tatler Gen T. 2025| focusing on App Level Security, Blockchain & AI. Former Microsoft MVP & RD",,"Metro Manila, National Capital Region, Philippines",ACwAAA4_AcwBQBYruijdiON082oAYmauwAZFdGk
Patric Lengacher,CEO & Founder,Amihan Solutions,Philippines,https://www.linkedin.com/in/patric-lengacher,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAgeguMB2rrm20EgHgpuUHQ8JYSi_mRHEt4,NAME_SEARCH,7pQB",85,Philippines / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,We Build Your Own Team with Amihan Solutions,,Metro Manila,ACwAAAgeguMB2rrm20EgHgpuUHQ8JYSi_mRHEt4
"Paolo Carlo D. Calanog, PhD",President and CEO,Offshoring2PH ,Philippines,https://www.linkedin.com/in/paolocarlocalanog,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAIoIkYB5A0-tMY7y2fwn-gd5wgPkiUWKa0,NAME_SEARCH,4KWt",85,Philippines / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder & CEO at Offshoring2PH | Helping SMBs Scale with Managed Offshore Teams | Customer Support • Operations • Accounting • Virtual Staff,,"San Jose del Monte, Central Luzon, Philippines",ACwAAAIoIkYB5A0-tMY7y2fwn-gd5wgPkiUWKa0
Oliver Lewis,Founder,Football Manila,Philippines,https://www.linkedin.com/in/oliverlewis10,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAABC0-8cBiY5MHlP0lzGjDuiPUtsBGukx7qk,NAME_SEARCH,EfJo",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Investor - Founder - CEO - Helping companies/individuals enter the Philippines and SE Asia.,,"Makati, National Capital Region, Philippines",ACwAABC0-8cBiY5MHlP0lzGjDuiPUtsBGukx7qk
Nolann Emmanuel Santos,Owner,Animo Lead Solutions,Philippines,https://www.linkedin.com/in/nolann-emmanuel-santos-0b70aa222,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAADfmDgsBpd3XquYHscO83srRGb9AWPfqRc0,NAME_SEARCH,T3T4",85,Philippines / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Owner @ Animo Lead Solutions | We deliver sales-ready conversations to B2B teams using modern outbound GTM strategies,,"National Capital Region, Philippines",ACwAADfmDgsBpd3XquYHscO83srRGb9AWPfqRc0
Monagin Detablan,Business Owner,Xave Virtual Assistance Services,Philippines,https://www.linkedin.com/in/monagindetablan,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAACRXRAMBtJlDL8Me3SFPUbxPM3S7Pd4p9Og,NAME_SEARCH,gNSK",85,Philippines / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Online Business Manager | I build calm, scalable EOS-inspired systems | Helped double a service business | Tidal Flow Framework",,"Cagayan De Oro City, Northern Mindanao, Philippines",ACwAACRXRAMBtJlDL8Me3SFPUbxPM3S7Pd4p9Og
"Mike Ó 'Conroy DBA, MBA",Director & Co-Founder   IT-BPO | RPA | Ai | Data Mining | OCR | IDP | NLP | Doctoral Candidate IPA,Talk Bpo (Ireland) Ltd,Philippines,https://www.linkedin.com/in/michealoconroy,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAFSYQkBlskc19dxEzyPDWAJeKpTUM68sQI,NAME_SEARCH,88dg",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Master Ai, before it Masters you! ",,"Derry City And Strabane, Northern Ireland, United Kingdom",ACwAAAFSYQkBlskc19dxEzyPDWAJeKpTUM68sQI
Miguel Guerrero,Chief Executive Officer,B Coffee PH,Philippines,https://www.linkedin.com/in/miguel-guerrero-59702117,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAANiXAMBQuaTxRce91q0Shy9wem5rNNmwd8,NAME_SEARCH,XBRM",85,Philippines / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Chief Executive Officer at B Coffee | Co-Founder at Boozy.ph | Ex-Lazada | Ex-Diageo,,"Taguig, National Capital Region, Philippines",ACwAAANiXAMBQuaTxRce91q0Shy9wem5rNNmwd8
Miguel Carlos Arao,CEO & Founder,Alltomate,Philippines,https://www.linkedin.com/in/miguel-carlos-arao,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAADRJR80BtF-MHsFCZsvtZQ0zNfvEVUWslaU,NAME_SEARCH,RhLA",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,🚀 Helping Founders & CEOs reach the next level by aligning automation with business goals | Founder & CEO at Alltomate,,"Valenzuela, National Capital Region, Philippines",ACwAADRJR80BtF-MHsFCZsvtZQ0zNfvEVUWslaU
Michael Bulman,Co-Founder & CCO,TrustClub,Philippines,https://www.linkedin.com/in/mbulman,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAA6rbtYBYtol9uF8nLVvbEnEG7ZnIWtYdE4,NAME_SEARCH,Vyj6",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Co-founder & CCO at TrustClub,,"Cebu, Central Visayas, Philippines",ACwAAA6rbtYBYtol9uF8nLVvbEnEG7ZnIWtYdE4
Mark Oliver Riman,Owner & CEO,Taaw Beach Club,Philippines,https://www.linkedin.com/in/mark-oliver-riman-0a51828,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAFy4f0B47OTSjI_74Zkw6F7KBSFmKVro6A,NAME_SEARCH,B8fh",85,Philippines / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder | Venture Architect | Building Systems, Blueprints & Eco-Flywheels Across Hospitality, Education, Sustainability & AI | Mercedes-AMG Alumni",,"San Juan, Ilocos Region, Philippines",ACwAAAFy4f0B47OTSjI_74Zkw6F7KBSFmKVro6A
Maria Lourdes Tiquia PhD (c),Founder/CEO,"PUBLiCUS Asia, Inc.",Philippines,https://www.linkedin.com/in/maloutiquia,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAADiBUABDLXcv2ltX3nNrTR_sHw5CE9fvLg,NAME_SEARCH,U7OB",85,Philippines / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder/Chairperson @ PUBLiCUS Asia Inc. | Crisis Management,,"Metro Manila, National Capital Region, Philippines",ACwAAADiBUABDLXcv2ltX3nNrTR_sHw5CE9fvLg
Malcolm Weed,Founder & CEO,SQRIL,Philippines,https://www.linkedin.com/in/malcolm-weed,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAvDO74B6shvAYtwDn8Jtcbe_7xJkTBZF0w,NAME_SEARCH,z9Bx",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder & CEO I QR payments across Asia, Africa and Latin America.",,Metro Manila,ACwAAAvDO74B6shvAYtwDn8Jtcbe_7xJkTBZF0w
